,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,album,album_id,artist,artist_id,duration_ms,name,popularity
81,0.924,0.552,0.178,6AHjA3aFpJoNbxGiSUHPPI,0.0017,9,0.149,-15.495,1,0.0392,119.016,0.367,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,209160,Lady Stardust,0
82,0.87,0.602,0.222,0zOLf4ShpVXML2xIYynG1j,0.0386,0,0.111,-13.248,1,0.047,111.008,0.317,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,218906,Changes,0
83,0.852,0.649,0.144,2CPZrB0kz6vxIXZWlxwZjD,0.000632,1,0.101,-16.482,1,0.0526,143.408,0.514,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,212546,Oh! You Pretty Things,0
84,0.807,0.528,0.207,2dO5oTqt6kJ5RLaXR5nmV1,9.01e-06,5,0.102,-11.028,1,0.246,177.685,0.21,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,188600,Rock N' Roll Suicide,0
85,0.9,0.698,0.187,1aEMJ6UmEMDismz27v18P0,0.00151,9,0.176,-15.33,0,0.0501,128.375,0.518,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,190466,Suffragette City,0
86,0.909,0.428,0.214,6k2XweyClLmsMFU35xkH1V,3.98e-05,7,0.112,-10.83,1,0.0691,52.243,0.406,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,237520,Five Years,0
87,0.8,0.697,0.448,3SIDb3zJlJMz3Q1AxJyaiO,5.17e-06,0,0.216,-9.202,1,0.0523,137.568,0.668,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,220933,Queen Bitch,0
88,0.866,0.651,0.222,4fXO7Odm9ivYBQnR61eae2,0.0,5,0.216,-11.258,1,0.0514,102.824,0.366,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,173613,When I Live My Dream,0
89,0.866,0.572,0.14,5ifoJlUIwM64tStrQvcVyF,0.000363,2,0.0858,-13.267,1,0.0415,123.581,0.343,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,274600,Quicksand,0
90,0.873,0.63,0.399,1qOviEI8vIHsqez0iXp9SH,0.0461,7,0.0978,-11.554,1,0.0365,93.502,0.776,Life Aquatic Studio Sessions,1SNpKbDbDIe8C4XPTR8fNC,Seu Jorge,0i1s9WcIu0PrUvHzALgofo,152200,Team Zissou,0
91,0.00358,0.447,0.584,70XrivdqpnfIHTjdkIdRHO,0.226,10,0.151,-8.665,1,0.0343,128.051,0.162,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,241083,Fate,14
92,0.00779,0.607,0.852,6odWZEdDvve6QTRSp45Izw,0.813,1,0.124,-7.593,0,0.0397,120.005,0.125,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,250221,Get Back,15
93,0.00776,0.487,0.803,2L9tpg7uF4t6CjKFxIhIuO,0.534,4,0.0924,-7.602,0,0.0338,105.02,0.277,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,236414,Arizona,15
94,0.00258,0.566,0.801,2HN8Hx119ix69g6IiKO7QR,0.758,7,0.0874,-6.771,1,0.0371,136.018,0.435,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,213261,Dream Shake,23
95,0.675,0.113,0.407,7BZz52VpQAxcV93LJ9ZvVI,0.887,0,0.148,-16.791,1,0.0424,77.978,0.137,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,72137,In the Woods,13
96,0.00619,0.648,0.745,67FGvto1SiUNW2AhaY1ywq,0.05,0,0.192,-7.394,1,0.0284,116.029,0.323,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,218694,Sarah,13
97,0.278,0.589,0.754,0Lb0FU4PK2ojVjkyVFcga3,0.545,9,0.0752,-8.53,0,0.0306,92.973,0.276,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,200650,Knife in the Water,13
98,0.6,0.537,0.66,0qXdTpeJA23vOgG4qMpryk,0.752,11,0.0906,-10.954,0,0.0356,110.035,0.353,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,194196,It Was True,12
99,0.0611,0.562,0.832,0EOdcIzyYvGdcxlST8nQhI,0.518,7,0.112,-7.318,1,0.0625,119.959,0.667,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,213088,"Honey, Baby, Darling",11
100,5.05e-05,0.277,0.859,1x1Ql6v1wmSeQTFwp1FQr7,0.621,7,0.108,-6.847,1,0.088,134.083,0.257,Soft Hate,05PZqRThPpG4y0tqkV7zU3,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,204000,Laney,10
101,0.758,0.658,0.542,7DRVOwHIJLIlAFG1pWYXoS,0.586,9,0.0589,-10.883,1,0.0296,99.023,0.572,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,280773,Nobody Else Will Be There,57
102,0.00389,0.432,0.947,3ysiD7ZgsPc3xgGJ59DpS7,0.711,2,0.0777,-5.442,1,0.0945,147.97,0.382,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,271533,Day I Die,58
103,0.643,0.727,0.474,5LtjCKfKxHT7bcwNQWgX1O,0.889,9,0.434,-12.468,1,0.0615,126.046,0.111,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,359360,Walk It Back,50
104,0.156,0.596,0.912,1HAzsv7VCvbgqrpenTRWj1,0.794,0,0.584,-6.74,0,0.211,110.013,0.371,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,236746,The System Only Dreams in Total Darkness,60
105,0.925,0.528,0.63,7wTRFTaQWhQ3AoHUWKvGAp,0.852,7,0.101,-13.168,0,0.0611,169.489,0.266,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,262679,Born to Beg,49
106,0.0706,0.424,0.991,5sj0i3OgwuBsyuCnandkHT,0.824,5,0.167,-3.832,1,0.213,109.858,0.109,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,180000,Turtleneck,47
107,0.521,0.592,0.642,1MLheFHpjzN0p1r1uQi05C,0.759,7,0.102,-10.993,0,0.0351,116.03,0.365,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,323760,Empire Line,51
108,0.332,0.536,0.837,2S8JIZCZb1cBnPyE5rxVQY,0.778,1,0.1,-7.494,1,0.0558,144.999,0.26,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,315280,I'll Still Destroy You,50
109,0.702,0.368,0.686,25RriQgYitvlhOso7ckY2r,0.779,2,0.124,-8.332,1,0.0723,181.017,0.587,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,338973,Guilty Party,57
110,0.594,0.54,0.615,4maI5FwVIzjrErduPjjZLO,0.803,10,0.12,-9.264,1,0.034,93.17,0.239,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,213733,Carin at the Liquor Store,53
111,0.726,0.642,0.475,1OdpIb0nzhDcqwkiYp0O1u,0.786,2,0.12,-11.404,1,0.0294,103.955,0.453,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,290093,Dark Side of the Gym,56
112,0.773,0.434,0.603,5AXI05aUkdL4F6o1EPvcJ8,0.647,2,0.118,-11.407,1,0.0804,137.985,0.348,Sleep Well Beast,6zG9PHw8dlMLIyRE9TEGGk,The National,2cCUtGK9sDU2EoElnk0GNB,393186,Sleep Well Beast,46
113,0.789,0.645,0.422,7q7BSSkNiuZyLgekXgRX13,0.000724,0,0.0792,-9.423,1,0.0303,111.549,0.289,You’re Dreaming,2u82YoTVFqN1Z7uIbqVCfr,The Cactus Blossoms,7kWwQAe9JnYNMk4kuEe73S,240933,Mississippi,2
114,0.295,0.754,0.538,6sXWdxM82iRsknvOdQxYBq,0.909,2,0.0807,-12.85,1,0.114,125.576,0.55,"Verses Of Confort, Assurance & Salvation",6lxNw5eEgJiDJI0vJkAYKO,Au Revoir Simone,0X0TajZO1RmY3D8u1JymYq,172066,The Winter Song,4
115,0.0965,0.771,0.523,4s5TKLscDjMMdJlIZ1NSHM,0.0672,0,0.0863,-8.412,1,0.0285,120.031,0.297,"Verses Of Confort, Assurance & Salvation",6lxNw5eEgJiDJI0vJkAYKO,Au Revoir Simone,0X0TajZO1RmY3D8u1JymYq,304013,Through The Backyards (Leander Remix),2
116,0.0542,0.506,0.794,7qOaVl06Cuas8zo3gh8DTx,0.00386,9,0.116,-10.344,0,0.181,149.842,0.405,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,330026,Hidden Place,0
117,0.637,0.784,0.37,1H6btoAQnUija8t4EONjOx,0.211,1,0.109,-14.849,1,0.051,127.827,0.134,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,269066,Cocoon,0
118,0.558,0.58,0.443,3cxBaWfnmhojJETpqBcuqB,0.000135,1,0.0627,-12.409,0,0.0549,79.949,0.293,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,307346,It's Not Up To You,0
119,0.783,0.404,0.374,0jtzu7UDv4LYq9KuIT7Iht,0.00645,2,0.115,-12.009,0,0.0361,115.397,0.0503,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,338080,Undo,0
120,0.494,0.513,0.477,3fM9EoQwLupMjjSuyDxsYV,5.01e-06,1,0.0687,-8.219,0,0.0298,131.946,0.131,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,315173,Pagan Poetry,0
121,0.641,0.441,0.375,0dpSsqQVOnTTC0sL6DoLhg,0.00419,6,0.385,-12.785,1,0.0324,148.137,0.108,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,103546,Frosti,0
122,0.364,0.564,0.594,2dgfyVRX4abjlAUgKVSN0C,3.99e-05,9,0.0813,-8.286,0,0.033,120.03,0.272,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,279106,Aurora,0
123,0.577,0.476,0.517,6wf9elyUSg0fAsOnVQttRq,0.134,2,0.154,-13.155,1,0.0723,127.907,0.074,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,242920,An Echo A Stain,0
124,0.739,0.199,0.277,2Q9IKmue9PGpDSC88XoLhQ,6.71e-06,10,0.091,-10.985,0,0.0297,92.313,0.176,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,160933,Sun In My Mouth,0
125,0.248,0.57,0.368,2v0HINQ8oaEaUVYl4yT06L,0.00518,5,0.0769,-11.625,1,0.05,179.799,0.511,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,310706,Heirloom,0
126,0.968,0.223,0.146,5KVAbEcDnpdY5tccbmiYEo,0.00259,10,0.0843,-15.994,0,0.035,135.577,0.0722,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,277786,Harm Of Will,0
127,0.413,0.521,0.519,1U8mS3UIowqUz2OTX7fmZR,0.0484,5,0.192,-10.971,1,0.0514,147.921,0.237,Vespertine (Non-EU Version),6XRKE2Mh2dyOZWXtw6B6tx,Björk,7w29UYBi0qsHi5RTcv3lmA,409240,Unison,0
128,0.0382,0.685,0.624,0z1exf1SZhszjwPWPmXFub,0.0295,2,0.116,-15.31,1,0.0364,109.457,0.542,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,250933,Human Behaviour,1
129,0.00518,0.651,0.662,7teGZBxvYx1Jr4fHwB4Lwy,0.0151,4,0.523,-11.914,0,0.0307,116.204,0.709,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,292066,Crying,0
130,0.0322,0.297,0.375,4kVL555WlWlEkZuUAsbdq3,0.0101,1,0.0577,-12.468,1,0.0434,68.1,0.786,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,282666,Venus As A Boy,2
131,0.0634,0.729,0.485,2nf4E0oGbsmkl5B89OGoII,0.0394,7,0.955,-13.702,1,0.0367,124.243,0.745,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,201706,There's More To Life Than This - Live At The Milk Bar Toilets,0
132,0.961,0.377,0.143,2xzfeMsbHYOVwMQnltpDja,5.54e-05,9,0.143,-15.755,0,0.0363,98.064,0.0759,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,273533,Like Someone In Love,0
133,7.34e-05,0.728,0.717,7rxGuFcyZZPFWq7lTEOB0c,0.0172,1,0.167,-12.949,0,0.101,118.589,0.566,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,236666,Big Time Sensuality,1
134,0.00497,0.614,0.497,6xY2G2qO4gQWg0iqVaiP7k,0.00216,0,0.0837,-14.057,1,0.0349,105.177,0.207,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,321967,One Day,0
135,0.0938,0.629,0.275,2uRc2g1WIDWYTM0KqhKfj6,0.000853,7,0.143,-14.904,1,0.0315,104.657,0.13,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,236493,Aeroplane,0
136,0.00224,0.48,0.582,3p0PeVSSet08Gp5MpvMTBd,3.03e-05,5,0.11,-14.274,1,0.0337,173.455,0.313,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,295573,Come To Me,0
137,0.289,0.683,0.58,7HFbjG7R5WUCzqyZZItepN,0.00749,9,0.111,-15.098,0,0.0484,120.328,0.253,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,299258,Violently Happy,0
138,0.936,0.424,0.0291,5QMiAdti0orCw5DhEiD8zc,1.05e-06,0,0.0619,-15.47,1,0.0688,174.112,0.372,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,211600,The Anchor Song,0
139,0.000296,0.505,0.488,0Yf5QZuSwH3LUlzEWGdP1x,0.0886,10,0.117,-12.494,0,0.0287,77.341,0.336,Debut,4ORsCg1x8p80RfW0vXA35N,Björk,7w29UYBi0qsHi5RTcv3lmA,236000,"Play Dead - Tim Simenon 7"" Remix",1
140,0.144,0.18,0.649,4TlKmJuuSPy1pGRohaJHvV,0.115,8,0.109,-10.997,1,0.14,79.962,0.173,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,253426,Hunter,3
141,0.394,0.319,0.683,4tp6vyJpXa0Vr73IYerX28,0.000181,1,0.0807,-6.942,0,0.0589,146.19,0.26,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,305360,Joga,2
142,0.818,0.224,0.375,4Fboj27BiXn2YQ5b50DvMY,0.0,7,0.176,-10.42,1,0.0343,96.988,0.0557,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,201800,Unravel,0
143,0.0602,0.463,0.901,6LBD2UfaLQLXxEFOvKcyim,1.36e-05,0,0.103,-4.972,0,0.0765,96.943,0.356,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,312666,Bachelorette,1
144,0.596,0.532,0.501,3lhDXDEu1bA66G6iAP1Uzj,0.00664,0,0.0645,-10.776,0,0.0344,152.165,0.263,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,353266,All Neon Like,0
145,0.162,0.439,0.887,1TBgL2uiSYxnB626QB2KKJ,0.0249,5,0.305,-6.583,1,0.335,82.778,0.545,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,269066,5 Years,0
146,0.336,0.394,0.752,5MXA4XMKZj1sAJjVvwaTda,0.00319,6,0.0995,-7.851,0,0.0409,187.829,0.141,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,186266,Immature - Mark Bell's Version,0
147,0.274,0.654,0.866,0tXsgmwTU8Nerfovi0QJyL,2.45e-06,5,0.0923,-5.781,0,0.0678,97.079,0.666,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,259773,Alarm Call,0
148,0.0023,0.597,0.816,5gxmhdtCk86miMoL2b45c1,0.342,3,0.0776,-5.205,1,0.148,148.057,0.295,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,199293,Pluto,0
149,0.0729,0.149,0.286,6Nju1zgAUkelFk22eYyPf9,3.27e-05,11,0.148,-10.022,1,0.0342,105.018,0.0368,Homogenic,6HLUZogZcItLXDTnIEmUZv,Björk,7w29UYBi0qsHi5RTcv3lmA,273106,All Is Full Of Love - Howie's Version,0
150,0.782,0.388,0.595,6DpFDr9jWUan60x5Vk5HdX,0.245,7,0.116,-9.864,0,0.0418,136.125,0.178,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,343786,Small Things,11
151,0.678,0.534,0.486,3GKhmqTKawJwAU38G8tZ33,0.107,11,0.126,-10.36,0,0.0299,80.417,0.123,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,311626,Rivers In Your Mouth,7
152,0.438,0.3,0.477,6rQvEE7Jvkdwnn8RroMs15,0.169,0,0.0924,-9.555,1,0.0365,112.976,0.187,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,281213,I Forget Where We Were,13
153,0.617,0.491,0.598,4cbuJTJ4XP6dkkskYh3Ss1,0.571,0,0.136,-13.506,1,0.0398,126.746,0.267,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,213440,In Dreams,8
154,0.389,0.6,0.498,5N1itNLaYtifU8YVbg9SBQ,0.26,0,0.0691,-12.637,0,0.0411,79.661,0.614,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,317933,She Treats Me Well,22
155,0.831,0.395,0.522,7tTM1237EwhJnBv3eu2tVz,0.718,10,0.107,-12.936,1,0.0437,150.894,0.185,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,409160,Time Is Dancing,6
156,0.949,0.366,0.211,1HqdwQLp3xXaUFv5xRCsek,0.847,10,0.105,-15.072,1,0.0339,69.056,0.179,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,244946,Evergreen,5
157,0.494,0.377,0.371,485lbQ4xS5rKOVa8KjFZ8c,0.156,2,0.11,-10.556,0,0.0366,133.071,0.0502,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,466040,End Of The Affair,6
158,0.909,0.579,0.313,3NZLUgW1Y3UvQYFrJETeSd,0.39,9,0.0834,-12.331,1,0.0269,81.029,0.207,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,368120,Conrad,9
159,0.873,0.437,0.564,2Dv8ctCxpTCvvC9TiF96SM,0.582,4,0.082,-8.963,0,0.0434,156.903,0.454,I Forget Where We Were,4EcVVeYCeafIQk383MQfp5,Ben Howard,5schNIzWdI9gJ1QRK8SBnc,302426,All Is Now Harmed,4
160,0.19,0.716,0.67,0KcGtGiqBbOQ885PZUO9pk,0.00535,11,0.2,-11.027,1,0.0415,124.999,0.615,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,250826,Rafael,1
161,0.0784,0.733,0.704,3Gz9xEyjmmAityLwqt3DAR,7.24e-06,10,0.318,-9.856,1,0.0489,110.019,0.657,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,206133,Beauty Like A Tightened Bow,0
162,0.0298,0.704,0.729,3vQUE6tNowBzPiPK6VL9Dc,1.77e-05,5,0.323,-9.56,1,0.0406,110.017,0.82,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,217466,Chelsea Blakemore,0
163,0.535,0.708,0.609,3YIijT5OlGY2kL8CUUOqVA,0.209,9,0.102,-12.472,0,0.049,125.969,0.385,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,352493,Pluto,2
164,0.111,0.696,0.585,0ElOyMIFRXvsJgGcvZZZRb,0.00587,8,0.0834,-8.675,1,0.0419,95.049,0.628,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,237480,Southern Suburbs,1
165,0.598,0.631,0.566,5co3HyRoky6NcXw7lFuuc3,0.124,8,0.105,-10.794,1,0.0289,119.988,0.688,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,208213,Scorpionfish,1
166,0.102,0.69,0.443,6JWxbnNdUEpPaBlhCn16fo,0.751,8,0.234,-10.879,1,0.21,145.85,0.569,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,289213,Ithaca,2
167,0.405,0.631,0.672,2D1malNvV9JLneMuty2wX4,0.00155,4,0.101,-9.121,1,0.0416,159.944,0.638,The Hanging Gardens Of Beatenberg,6fFw5Odl5pSqAs7uBhl1tA,Beatenberg,3S9sb8w9r1iojdrAL1soiU,242426,Cavendish Square,0
